[TRACE] 23:02:15:139 nivel1/(10004:10005): Deadlock check started.
[TRACE] 23:02:22:975 nivel1/(10004:10004): Acepto Personaje: en Socket: 6
[TRACE] 23:02:22:975 nivel1/(10004:10004): Pedido posicion recurso: F
[TRACE] 23:02:23:76 nivel1/(10004:10004): Personaje a mover @, posicionX 2 posicionY 1
[TRACE] 23:03:02:651 nivel1/(10004:10004): Movimiento personaje: x: 10, y: 15

[TRACE] 23:03:02:751 nivel1/(10004:10004): Personaje a mover @, posicionX 10 posicionY 14
[TRACE] 23:03:02:751 nivel1/(10004:10004): Movimiento personaje: x: 10, y: 14

[TRACE] 23:03:03:952 nivel1/(10004:10004): Pedido posicion recurso: F
[TRACE] 23:03:04:52 nivel1/(10004:10004): Personaje a mover $, posicionX 16 posicionY 5
[TRACE] 23:03:04:52 nivel1/(10004:10004): Movimiento personaje: x: 16, y: 5

[TRACE] 23:03:04:154 nivel1/(10004:10004): Personaje a mover $, posicionX 15 posicionY 5
[TRACE] 23:03:04:154 nivel1/(10004:10004): Movimiento personaje: x: 15, y: 5

[TRACE] 23:03:04:255 nivel1/(10004:10004): Personaje a mover $, posicionX 14 posicionY 5
[TRACE] 23:03:04:255 nivel1/(10004:10004): Movimiento personaje: x: 14, y: 5

[TRACE] 23:03:05:143 nivel1/(10004:10005): Deadlock check started.
[TRACE] 23:03:05:553 nivel1/(10004:10004): Personaje a mover @, posicionX 10 posicionY 13
[TRACE] 23:03:05:553 nivel1/(10004:10004): Movimiento personaje: x: 10, y: 13

[TRACE] 23:03:05:654 nivel1/(10004:10004): Personaje a mover @, posicionX 10 posicionY 12
[TRACE] 23:03:05:654 nivel1/(10004:10004): Movimiento personaje: x: 10, y: 12

[TRACE] 23:03:05:756 nivel1/(10004:10004): Personaje a mover @, posicionX 10 posicionY 11
[TRACE] 23:03:05:756 nivel1/(10004:10004): Movimiento personaje: x: 10, y: 11

[TRACE] 23:03:07:56 nivel1/(10004:10004): Personaje a mover $, posicionX 13 posicionY 5
[TRACE] 23:03:07:56 nivel1/(10004:10004): Movimiento personaje: x: 13, y: 5

[TRACE] 23:03:07:157 nivel1/(10004:10004): Personaje a mover $, posicionX 12 posicionY 5
[TRACE] 23:03:07:157 nivel1/(10004:10004): Movimiento personaje: x: 12, y: 5

[TRACE] 23:03:07:258 nivel1/(10004:10004): Personaje a mover $, posicionX 11 posicionY 5
[TRACE] 23:03:07:258 nivel1/(10004:10004): Movimiento personaje: x: 11, y: 5

[TRACE] 23:03:08:557 nivel1/(10004:10004): Personaje a mover @, posicionX 10 posicionY 10
[TRACE] 23:03:08:557 nivel1/(10004:10004): Movimiento personaje: x: 10, y: 10

[TRACE] 23:03:08:557 nivel1/(10004:10004): Recurso a asignar H
[TRACE] 23:03:10:60 nivel1/(10004:10004): Personaje a mover $, posicionX 10 posicionY 5
[TRACE] 23:03:10:60 nivel1/(10004:10004): Movimiento personaje: x: 10, y: 5

[TRACE] 23:03:10:160 nivel1/(10004:10004): Personaje a mover $, posicionX 9 posicionY 5
[TRACE] 23:03:10:160 nivel1/(10004:10004): Movimiento personaje: x: 9, y: 5

[TRACE] 23:03:10:261 nivel1/(10004:10004): Personaje a mover $, posicionX 8 posicionY 5
[TRACE] 23:03:10:261 nivel1/(10004:10004): Movimiento personaje: x: 8, y: 5

[TRACE] 23:03:11:460 nivel1/(10004:10004): Pedido posicion recurso: B
[TRACE] 23:03:11:560 nivel1/(10004:10004): Personaje a mover @, posicionX 11 posicionY 10
[TRACE] 23:03:11:560 nivel1/(10004:10004): Movimiento personaje: x: 11, y: 10

[TRACE] 23:03:11:662 nivel1/(10004:10004): Personaje a mover @, posicionX 12 posicionY 10
[TRACE] 23:03:11:662 nivel1/(10004:10004): Movimiento personaje: x: 12, y: 10

[TRACE] 23:03:11:765 nivel1/(10004:10004): Personaje a mover @, posicionX 13 posicionY 10
[TRACE] 23:03:11:765 nivel1/(10004:10004): Movimiento personaje: x: 13, y: 10

[TRACE] 23:03:13:61 nivel1/(10004:10004): Personaje a mover $, posicionX 7 posicionY 5
[TRACE] 23:03:13:61 nivel1/(10004:10004): Movimiento personaje: x: 7, y: 5

[TRACE] 23:03:13:162 nivel1/(10004:10004): Personaje a mover $, posicionX 6 posicionY 5
[TRACE] 23:03:13:162 nivel1/(10004:10004): Movimiento personaje: x: 6, y: 5

[TRACE] 23:03:13:262 nivel1/(10004:10004): Personaje a mover $, posicionX 5 posicionY 5
[TRACE] 23:03:13:262 nivel1/(10004:10004): Movimiento personaje: x: 5, y: 5

[TRACE] 23:03:14:562 nivel1/(10004:10004): Personaje a mover @, posicionX 14 posicionY 10
[TRACE] 23:03:14:562 nivel1/(10004:10004): Movimiento personaje: x: 14, y: 10

[TRACE] 23:03:14:663 nivel1/(10004:10004): Personaje a mover @, posicionX 15 posicionY 10
[TRACE] 23:03:14:663 nivel1/(10004:10004): Movimiento personaje: x: 15, y: 10

[TRACE] 23:03:14:764 nivel1/(10004:10004): Personaje a mover @, posicionX 16 posicionY 10
[TRACE] 23:03:14:764 nivel1/(10004:10004): Movimiento personaje: x: 16, y: 10

[TRACE] 23:03:15:144 nivel1/(10004:10005): Deadlock check started.
[TRACE] 23:03:16:65 nivel1/(10004:10004): Personaje a mover $, posicionX 4 posicionY 5
[TRACE] 23:03:16:65 nivel1/(10004:10004): Movimiento personaje: x: 4, y: 5

[TRACE] 23:03:16:167 nivel1/(10004:10004): Personaje a mover $, posicionX 3 posicionY 5
[TRACE] 23:03:16:167 nivel1/(10004:10004): Movimiento personaje: x: 3, y: 5

[TRACE] 23:03:16:269 nivel1/(10004:10004): Personaje a mover $, posicionX 3 posicionY 4
[TRACE] 23:03:16:269 nivel1/(10004:10004): Movimiento personaje: x: 3, y: 4

[TRACE] 23:03:17:566 nivel1/(10004:10004): Personaje a mover @, posicionX 17 posicionY 10
[TRACE] 23:03:17:566 nivel1/(10004:10004): Movimiento personaje: x: 17, y: 10

[TRACE] 23:03:17:667 nivel1/(10004:10004): Personaje a mover @, posicionX 18 posicionY 10
[TRACE] 23:03:17:667 nivel1/(10004:10004): Movimiento personaje: x: 18, y: 10

[TRACE] 23:03:17:769 nivel1/(10004:10004): Personaje a mover @, posicionX 19 posicionY 10
[TRACE] 23:03:17:769 nivel1/(10004:10004): Movimiento personaje: x: 19, y: 10

[TRACE] 23:03:19:70 nivel1/(10004:10004): Personaje a mover $, posicionX 3 posicionY 3
[TRACE] 23:03:19:70 nivel1/(10004:10004): Movimiento personaje: x: 3, y: 3

[TRACE] 23:03:19:70 nivel1/(10004:10004): Recurso bloqueado F
[TRACE] 23:03:20:73 nivel1/(10004:10004): Personaje a mover @, posicionX 20 posicionY 10
[TRACE] 23:03:20:73 nivel1/(10004:10004): Movimiento personaje: x: 20, y: 10

[TRACE] 23:03:20:174 nivel1/(10004:10004): Personaje a mover @, posicionX 21 posicionY 10
[TRACE] 23:03:20:174 nivel1/(10004:10004): Movimiento personaje: x: 21, y: 10

[TRACE] 23:03:20:275 nivel1/(10004:10004): Personaje a mover @, posicionX 22 posicionY 10
[TRACE] 23:03:20:275 nivel1/(10004:10004): Movimiento personaje: x: 22, y: 10

[TRACE] 23:03:21:574 nivel1/(10004:10004): Personaje a mover @, posicionX 23 posicionY 10
[TRACE] 23:03:21:574 nivel1/(10004:10004): Movimiento personaje: x: 23, y: 10

[TRACE] 23:03:21:676 nivel1/(10004:10004): Personaje a mover @, posicionX 24 posicionY 10
[TRACE] 23:03:21:676 nivel1/(10004:10004): Movimiento personaje: x: 24, y: 10

[TRACE] 23:03:21:778 nivel1/(10004:10004): Personaje a mover @, posicionX 25 posicionY 10
[TRACE] 23:03:21:778 nivel1/(10004:10004): Movimiento personaje: x: 25, y: 10

[TRACE] 23:03:23:74 nivel1/(10004:10004): Personaje a mover @, posicionX 26 posicionY 10
[TRACE] 23:03:23:74 nivel1/(10004:10004): Movimiento personaje: x: 26, y: 10

[TRACE] 23:03:23:175 nivel1/(10004:10004): Personaje a mover @, posicionX 27 posicionY 10
[TRACE] 23:03:23:175 nivel1/(10004:10004): Movimiento personaje: x: 27, y: 10

[TRACE] 23:03:23:276 nivel1/(10004:10004): Personaje a mover @, posicionX 28 posicionY 10
[TRACE] 23:03:23:276 nivel1/(10004:10004): Movimiento personaje: x: 28, y: 10

[TRACE] 23:03:24:578 nivel1/(10004:10004): Personaje a mover @, posicionX 29 posicionY 10
[TRACE] 23:03:24:578 nivel1/(10004:10004): Movimiento personaje: x: 29, y: 10

[TRACE] 23:03:24:679 nivel1/(10004:10004): Personaje a mover @, posicionX 30 posicionY 10
[TRACE] 23:03:24:679 nivel1/(10004:10004): Movimiento personaje: x: 30, y: 10

[TRACE] 23:03:24:780 nivel1/(10004:10004): Personaje a mover @, posicionX 31 posicionY 10
[TRACE] 23:03:24:780 nivel1/(10004:10004): Movimiento personaje: x: 31, y: 10

[TRACE] 23:03:25:144 nivel1/(10004:10005): Deadlock check started.
[TRACE] 23:03:26:79 nivel1/(10004:10004): Personaje a mover @, posicionX 32 posicionY 10
[TRACE] 23:03:26:79 nivel1/(10004:10004): Movimiento personaje: x: 32, y: 10

[TRACE] 23:03:26:181 nivel1/(10004:10004): Personaje a mover @, posicionX 33 posicionY 10
[TRACE] 23:03:26:181 nivel1/(10004:10004): Movimiento personaje: x: 33, y: 10

[TRACE] 23:03:26:282 nivel1/(10004:10004): Personaje a mover @, posicionX 34 posicionY 10
[TRACE] 23:03:26:283 nivel1/(10004:10004): Movimiento personaje: x: 34, y: 10

[TRACE] 23:03:27:581 nivel1/(10004:10004): Personaje a mover @, posicionX 35 posicionY 10
[TRACE] 23:03:27:581 nivel1/(10004:10004): Movimiento personaje: x: 35, y: 10

[TRACE] 23:03:27:683 nivel1/(10004:10004): Personaje a mover @, posicionX 36 posicionY 10
[TRACE] 23:03:27:683 nivel1/(10004:10004): Movimiento personaje: x: 36, y: 10

[TRACE] 23:03:27:785 nivel1/(10004:10004): Personaje a mover @, posicionX 37 posicionY 10
[TRACE] 23:03:27:785 nivel1/(10004:10004): Movimiento personaje: x: 37, y: 10

[TRACE] 23:03:29:84 nivel1/(10004:10004): Personaje a mover @, posicionX 38 posicionY 10
[TRACE] 23:03:29:85 nivel1/(10004:10004): Movimiento personaje: x: 38, y: 10

[TRACE] 23:03:29:185 nivel1/(10004:10004): Personaje a mover @, posicionX 39 posicionY 10
[TRACE] 23:03:29:185 nivel1/(10004:10004): Movimiento personaje: x: 39, y: 10

[TRACE] 23:03:29:286 nivel1/(10004:10004): Personaje a mover @, posicionX 40 posicionY 10
[TRACE] 23:03:29:286 nivel1/(10004:10004): Movimiento personaje: x: 40, y: 10

[TRACE] 23:03:30:586 nivel1/(10004:10004): Personaje a mover @, posicionX 41 posicionY 10
[TRACE] 23:03:30:586 nivel1/(10004:10004): Movimiento personaje: x: 41, y: 10

[TRACE] 23:03:30:688 nivel1/(10004:10004): Personaje a mover @, posicionX 42 posicionY 10
[TRACE] 23:03:30:688 nivel1/(10004:10004): Movimiento personaje: x: 42, y: 10

[TRACE] 23:03:30:789 nivel1/(10004:10004): Personaje a mover @, posicionX 43 posicionY 10
[TRACE] 23:03:30:789 nivel1/(10004:10004): Movimiento personaje: x: 43, y: 10

[TRACE] 23:03:32:90 nivel1/(10004:10004): Personaje a mover @, posicionX 44 posicionY 10
[TRACE] 23:03:32:90 nivel1/(10004:10004): Movimiento personaje: x: 44, y: 10

[TRACE] 23:03:32:190 nivel1/(10004:10004): Personaje a mover @, posicionX 45 posicionY 10
[TRACE] 23:03:32:190 nivel1/(10004:10004): Movimiento personaje: x: 45, y: 10

[TRACE] 23:03:32:292 nivel1/(10004:10004): Personaje a mover @, posicionX 46 posicionY 10
[TRACE] 23:03:32:292 nivel1/(10004:10004): Movimiento personaje: x: 46, y: 10

[TRACE] 23:03:33:593 nivel1/(10004:10004): Personaje a mover @, posicionX 47 posicionY 10
